rank	views_60d	status	title
2458	43136	kept	Michael Corleone
2459	43120	kept	Janus
2460	43113	kept	Method acting
2461	43104	kept	Snow Crash
2462	43103	kept	Hokusai
2463	43054	kept	Fritz Lang
2464	43047	kept	William James
2465	43026	kept	Diego Velázquez
2466	43006	kept	Epic film
2467	43005	kept	Esports
2468	42997	kept	The Fall of the House of Usher
2469	42946	kept	Electronic music
2470	42932	kept	Propaganda
2471	42875	kept	Requiem (Mozart)
2472	42867	kept	Holden Caulfield
2473	42783	kept	Metroid
2474	42781	kept	Devil
2475	42744	kept	Zadie Smith
2476	42677	kept	Justice League
2477	42667	kept	Henrik Ibsen
2478	42632	kept	Passover
2479	42621	kept	Felix the Cat
2480	42608	kept	Africa (song)
2481	42606	kept	Fantasy
2482	42599	kept	Albrecht Dürer
2483	42548	kept	Trolley problem
2484	42547	kept	Elmo
2485	42541	kept	Jacques Derrida
2486	42519	kept	Novel
2487	42500	kept	MacGuffin
2488	42485	kept	Myth
2489	42464	kept	Goofy
2490	42446	kept	Black Panther (character)
2491	42441	kept	Ariel (The Little Mermaid)
2492	42424	kept	Piet Mondrian
2493	42418	kept	Howard Shore
2494	42381	kept	Sundance Film Festival
2495	42367	kept	Neoplatonism
2496	42307	kept	Gone with the Wind (novel)
2497	42279	kept	Take On Me
2498	42268	kept	Grease (musical)
2499	42252	kept	The Night Watch
2500	42246	kept	High fantasy
2501	42245	kept	Felix Mendelssohn
2502	42239	kept	Frankenstein's monster
2503	42199	kept	Edward Hopper
2504	42156	kept	Sophocles
2505	42143	kept	Mrs Dalloway
2506	42094	kept	Butterfly effect
2507	42088	kept	Bushido
2508	42067	kept	The Tale of Genji
2509	42060	kept	King Kong
2510	42057	kept	Roberto Benigni
2511	42024	kept	Robert Crumb
2512	42020	kept	Lunch atop a Skyscraper
2513	42008	kept	Heathcliff (Wuthering Heights)
2514	41990	kept	Diana (mythology)
2515	41983	kept	Upanishads
2516	41982	kept	Mary Jane Watson
2517	41944	kept	Joffrey Baratheon
2518	41933	kept	Team Fortress 2
2519	41912	kept	The Nutcracker
2520	41900	kept	Capoeira
2521	41895	kept	Jupiter (god)
2522	41894	kept	Around the World in Eighty Days
2523	41873	kept	Epicureanism
2524	41846	kept	Krampus
2525	41845	kept	Artemisia Gentileschi
2526	41809	kept	La Dolce Vita
2527	41790	kept	Bossa nova
2528	41772	kept	Saraswati
2529	41736	kept	John Dewey
2530	41735	kept	Johannes Brahms
2531	41692	kept	Ukiyo-e
2532	41673	kept	Hugo Award
2533	41666	kept	Urban legend
2534	41662	kept	Yojimbo
2535	41609	kept	Synth-pop
2536	41607	kept	Epicurus
2537	41600	kept	Joan Miró
2538	41586	kept	Nag Hammadi library
2539	41543	kept	Curious George
2540	41534	kept	Goldilocks and the Three Bears
2541	41502	kept	Atari
2542	41470	kept	Angels in America
2543	41460	kept	Disc jockey
2544	41450	kept	The Bluest Eye
2545	41393	kept	Donkey Kong (1981 video game)
2546	41377	kept	Running of the bulls
2547	41375	kept	Simulation hypothesis
2548	41373	kept	Lemonade (album)
2549	41373	kept	Temple of Heaven
2550	41362	kept	Sake
2551	41352	kept	Burlesque
2552	41308	kept	Honkai: Star Rail
2553	41297	kept	Silk
2554	41283	kept	Utilitarianism
2555	41275	kept	Cotton
2556	41244	kept	Cubism
2557	41241	kept	Federico García Lorca
2558	41224	kept	Charon
2559	41212	kept	Abraham Van Helsing
2560	41175	kept	The Great Dictator
2561	41165	kept	Bullfighting
2562	41099	kept	The Sandman (comic book)
2563	41097	kept	A Farewell to Arms
2564	41096	kept	James T. Kirk
2565	41088	kept	Numerology
2566	41063	kept	Roma (2018 film)
2567	41013	kept	Chimamanda Ngozi Adichie
2568	41012	kept	Golden Rule
2569	40977	kept	Shaggy Rogers
2570	40958	kept	The Sims
2571	40951	kept	Book of the Dead
2572	40931	kept	Joseph Haydn
2573	40928	kept	Erich Maria Remarque
2574	40928	kept	Rapping
2575	40887	kept	Barbecue
2576	40855	kept	Paul Cézanne
2577	40833	kept	Model (person)
2578	40820	kept	Bridge over Troubled Water
2579	40800	kept	Quetzalcōātl
2580	40792	kept	The Book Thief
2581	40772	kept	Pandora
2582	40709	kept	Penguin (character)
2583	40697	kept	Maus
2584	40675	kept	Animal Crossing
2585	40665	kept	Tony Montana
2586	40646	kept	Sleeping Beauty
2587	40633	kept	Antihero
2588	40623	kept	The Elder Scrolls IV: Oblivion
2589	40611	kept	Hollywood Sign
2590	40576	kept	BioShock Infinite
2591	40556	kept	Highway 61 Revisited
2592	40503	kept	Edinburgh Castle
2593	40480	kept	Folk music
2594	40475	kept	Gone Girl (novel)
2595	40450	kept	Walter Benjamin
2596	40433	kept	Frank Gehry
2597	40430	kept	Peter Griffin
2598	40416	kept	Christina's World
2599	40323	kept	Aphorism
2600	40312	kept	Documentary film
2601	40305	kept	Bridget Jones's Diary
2602	40227	kept	Pierre-Auguste Renoir
2603	40196	kept	Peter Pan (play and novel)
2604	40191	kept	Wolfenstein 3D
2605	40171	kept	Bogeyman
2606	40146	kept	Samuel Taylor Coleridge
2607	40131	kept	Epistolary novel
2608	40129	kept	The Call of Cthulhu
2609	40093	kept	Baldr
2610	40086	kept	Tyrian purple
2611	40080	kept	Otaku
2612	40052	kept	Opera
2613	40050	kept	Republic (Plato)
2614	40034	kept	Nikolai Gogol
2615	40031	kept	Flapper
2616	40012	kept	Qigong
2617	39982	kept	Qualia
2618	39972	kept	Reggae
2619	39964	kept	Optimus Prime
2620	39952	kept	Celeste (video game)
2621	39944	kept	Imhotep
2622	39917	kept	Professor X
2623	39908	kept	G.I. Joe
2624	39902	kept	Afghan Girl
2625	39896	kept	Nickname
2626	39894	kept	The Snow Queen
2627	39877	kept	Matryoshka doll
2628	39867	kept	Amedeo Modigliani
2629	39844	kept	Image Comics
2630	39828	kept	To be, or not to be
2631	39806	kept	Allegory
2632	39748	kept	Red Fort
2633	39737	kept	Astro Boy
2634	39736	kept	Sansa Stark
2635	39717	kept	Socratic method
2636	39706	kept	Heraldry
2637	39694	kept	Demon's Souls
2638	39683	kept	Modernism
2639	39648	kept	Mandala
2640	39635	kept	Jack and the Beanstalk
2641	39615	kept	Age of Empires
2642	39601	kept	Kelpie
2643	39585	kept	Miranda Priestly
2644	39566	kept	Popular music
2645	39561	kept	Tyrion Lannister
2646	39535	kept	V for Vendetta
2647	39530	kept	The Book of Five Rings
2648	39518	kept	Alphonse Mucha
2649	39468	kept	Peter Pan (character)
2650	39459	kept	Egon Schiele
2651	39452	kept	Tenor
2652	39442	kept	Camelot
2653	39435	kept	Norman Bates
2654	39410	kept	Scheherazade
2655	39345	kept	Marina Bay Sands
2656	39338	kept	Double bass
2657	39299	kept	Magic (supernatural)
2658	39292	kept	Kabuki
2659	39291	kept	Princess Peach
2660	39291	kept	Super Mario Odyssey
2661	39287	kept	Ali Baba and the Forty Thieves
2662	39287	kept	Dandy
2663	39283	kept	Spock
2664	39267	kept	Water Margin
2665	39266	kept	Video game crash of 1983
2666	39179	kept	Elgin Marbles
2667	39163	kept	Aaron Copland
2668	39161	kept	D. W. Griffith
2669	39137	kept	The Elder Scrolls III: Morrowind
2670	39106	kept	E. B. White
2671	39054	kept	Futurism
2672	39045	kept	Computer-generated imagery
2673	39041	kept	Centaur
2674	39037	kept	Chinese New Year
2675	39013	kept	Alfred Pennyworth
2676	39008	kept	Aos Sí
2677	39005	kept	Green Goblin
2678	38938	kept	Charles Baudelaire
2679	38937	kept	Cat's Cradle
2680	38933	kept	Gustave Eiffel
2681	38915	kept	Sunflowers (Van Gogh series)
2682	38897	kept	The Shining (novel)
2683	38842	kept	Command & Conquer
2684	38778	kept	Romantic comedy
2685	38731	kept	Maurice Ravel
2686	38698	kept	A Chorus Line
2687	38648	kept	Mars (mythology)
2688	38628	kept	Richard Strauss
2689	38598	kept	Magical realism
2690	38593	kept	Flamenco
2691	38590	kept	The Decameron
2692	38585	kept	Anthology series
2693	38567	kept	Tengu
2694	38548	kept	Haka
2695	38543	kept	Paint It Black
2696	38446	kept	Saxophone
2697	38417	kept	Steve Ditko
2698	38383	kept	Jean-Paul Belmondo
2699	38377	kept	Mummy
2700	38362	kept	Espresso
2701	38334	kept	The Adventures of Pinocchio
2702	38327	kept	The Murder of Roger Ackroyd
2703	38232	kept	Mario Kart
2704	38226	kept	Mike Wazowski
2705	38207	kept	Martial arts
2706	38203	kept	Dizzy Gillespie
2707	38196	kept	History of photography
2708	38158	kept	Topkapı Palace
2709	38145	kept	Nintendo Direct
2710	38114	kept	Zine
2711	38101	kept	The Talented Mr. Ripley
2712	38022	kept	Leatherface
2713	37990	kept	Classical music
2714	37931	kept	Let It Be (song)
2715	37928	kept	Arya Stark
2716	37883	kept	The Waste Land
2717	37853	kept	Rey (Star Wars)
2718	37811	kept	Fair use
2719	37793	kept	Halo 3
2720	37778	kept	Elf
2721	37722	kept	Clef
2722	37707	kept	Sweet Dreams (Are Made of This)
2723	37682	kept	Protagonist
2724	37677	kept	GoldenEye 007
2725	37653	kept	Soul music
2726	37641	kept	Pearl
2727	37633	kept	Edgar Degas
2728	37577	kept	The Barber of Seville
2729	37571	kept	Cameo appearance
2730	37547	kept	Miss Marple
2731	37516	kept	A Doll's House
2732	37495	kept	If—
2733	37470	kept	Metroidvania
2734	37469	kept	Édouard Manet
2735	37442	kept	Sandro Botticelli
2736	37436	kept	Doom (2016 video game)
2737	37322	kept	Role-playing video game
2738	37289	kept	Iambic pentameter
2739	37263	kept	The Voice (franchise)
2740	37244	kept	Dutch angle
2741	37205	kept	Record label
2742	37185	kept	Borobudur
2743	37135	kept	Walden
2744	37134	kept	Camera obscura
2745	37091	kept	The Sims 4
2746	37051	kept	Fencing
2747	37033	kept	Newspaper
2748	37012	kept	The Legend of Zelda: The Wind Waker
2749	37003	kept	Mosque–Cathedral of Córdoba
2750	36998	kept	Edvard Grieg
2751	36990	kept	Pong
2752	36986	kept	Ancient Olympic Games
2753	36985	kept	Hotel California (album)
2754	36975	kept	Music genre
2755	36941	kept	Maat
2756	36929	kept	Series finale
2757	36929	kept	Étude
2758	36908	kept	Born to Run
2759	36899	kept	The Neverending Story
2760	36803	kept	Dark Horse Comics
2761	36768	kept	La Bamba (song)
2762	36753	kept	Trademark
2763	36735	kept	Codex
2764	36724	kept	Architecture
2765	36717	kept	Foundation (Asimov novel)
2766	36715	kept	Titian
2767	36714	kept	Winter Palace
2768	36658	kept	Robert Schumann
2769	36626	kept	Long John Silver
2770	36620	kept	Konami Code
2771	36618	kept	Champagne
2772	36613	kept	The Italian Job
2773	36607	kept	Wine
2774	36593	kept	Heidi
2775	36551	kept	Unreliable narrator
2776	36550	kept	One Ring
2777	36531	kept	Liberty Leading the People
2778	36516	kept	Leviathan (Hobbes book)
2779	36498	kept	Bandai Namco Entertainment
2780	36481	kept	Bluegrass music
2781	36471	kept	Jesse Pinkman
2782	36451	kept	Dashiell Hammett
2783	36426	kept	Dota 2
2784	36416	kept	Psychedelic rock
2785	36393	kept	Villanelle
2786	36391	kept	Easter
2787	36371	kept	Candide
2788	36369	kept	Don DeLillo
2789	36368	kept	Star Wars: Knights of the Old Republic
2790	36362	kept	The Cabinet of Dr. Caligari
2791	36350	kept	Prophet's Mosque
2792	36342	kept	Come Together
2793	36314	kept	Le Morte d'Arthur
2794	36310	kept	The Producers (musical)
2795	36299	kept	Howard Hawks
2796	36263	kept	I Will Always Love You
2797	36236	kept	Flood myth
2798	36220	kept	Gutenberg Bible
2799	36209	kept	Zoot suit
2800	36202	kept	The Magic Mountain
2801	36186	kept	Hero (2002 film)
2802	36165	kept	Kermit the Frog
2803	36098	kept	Elsa (Frozen)
2804	36096	kept	The Death of Marat
2805	36062	kept	Their Eyes Were Watching God
2806	36038	kept	Super Mario World
2807	36032	kept	Jeff Koons
2808	36013	kept	Draco Malfoy
2809	36013	kept	Helvetica
2810	36005	kept	Max Ernst
2811	35999	kept	Catan
2812	35986	kept	21 (Adele album)
2813	35966	kept	Ash Ketchum
2814	35938	kept	Poetry
2815	35934	kept	Jak and Daxter
2816	35933	kept	Soul
2817	35918	kept	Carousel (musical)
2818	35907	kept	Arnolfini Portrait
2819	35905	kept	Breathless (1960 film)
2820	35854	kept	Park Güell
2821	35842	kept	Burj Al Arab
2822	35828	kept	South Pacific (musical)
2823	35814	kept	Schönbrunn Palace
2824	35812	kept	Achilles' heel
2825	35801	kept	Captain Hook
2826	35797	kept	Thunderbird (mythology)
2827	35792	kept	Enkidu
2828	35782	kept	The Color Purple
2829	35749	kept	Quasimodo
2830	35743	kept	Blue Mosque, Istanbul
2831	35739	kept	Terminator (character)
2832	35715	kept	Brand
2833	35679	kept	Short story
2834	35656	kept	Julius Caesar (play)
2835	35646	kept	Matilda (novel)
2836	35644	kept	Bowser
2837	35622	kept	Maxim Gorky
2838	35597	kept	Illmatic
2839	35572	kept	Lascaux
2840	35554	kept	Street Fighter II
2841	35547	kept	Here Comes the Sun
2842	35507	kept	Gustave Doré
2843	35497	kept	Glam rock
2844	35491	kept	Fallout 3
2845	35488	kept	Splatoon
2846	35473	kept	Cynicism (philosophy)
2847	35449	kept	Guitar Hero
2848	35445	kept	Comfortably Numb
2849	35416	kept	Mandolin
2850	35411	kept	Plácido Domingo
2851	35402	kept	Todd Howard
2852	35376	kept	Harry Potter (character)
2853	35373	kept	Middle-earth
2854	35345	kept	Eleven (Stranger Things)
2855	35333	kept	Brideshead Revisited
2856	35310	kept	Pieter Bruegel the Elder
2857	35305	kept	Anansi
2858	35303	kept	Sweet Child o' Mine
2859	35293	kept	Ukulele
2860	35282	kept	Deus Ex
2861	35281	kept	Scooby-Doo (character)
2862	35246	kept	Steve (Minecraft)
2863	35225	kept	Dr. Watson
2864	35207	kept	Doctor Octopus
2865	35165	kept	Thanksgiving
2866	35158	kept	Prada
2867	35140	kept	Zora Neale Hurston
2868	35128	kept	Bagpipes
2869	35060	kept	Tattoo
2870	35026	kept	Psalms
2871	35021	kept	Critical theory
2872	34987	kept	Tom Clancy's Rainbow Six Siege
2873	34966	kept	Arwen
2874	34964	kept	Harpy
2875	34964	kept	Oktoberfest
2876	34944	kept	Anna Pavlova
2877	34920	kept	Luis Buñuel
2878	34904	kept	Cosmo Kramer
2879	34890	kept	Sermon on the Mount
2880	34882	kept	Frankfurt School
2881	34877	kept	Doge (meme)
2882	34876	kept	The Very Hungry Caterpillar
2883	34859	kept	Leprechaun
2884	34843	kept	Atonement (novel)
2885	34837	kept	Run Lola Run
2886	34832	kept	Eragon
2887	34802	kept	Another One Bites the Dust
2888	34797	kept	The Game Awards
2889	34790	kept	Daniel Defoe
2890	34787	kept	Porcelain
2891	34780	kept	The Second Coming (poem)
2892	34728	kept	Psychoanalysis
2893	34722	kept	Bleak House
2894	34710	kept	Riddler
2895	34700	kept	Harpsichord
2896	34674	kept	Video game console
2897	34658	kept	Prague Spring
2898	34605	kept	Annie Leibovitz
2899	34586	kept	Roller coaster
2900	34578	kept	Roman Forum
2901	34562	kept	Paul Klee
2902	34562	kept	What a Wonderful World
2903	34544	kept	Petrarch
2904	34543	kept	Return of the Obra Dinn
2905	34534	kept	Troll
2906	34531	kept	Lithography
2907	34517	kept	Invictus
2908	34513	kept	Auguste Rodin
2909	34472	kept	Disney Renaissance
2910	34440	kept	Cabaret
2911	34432	kept	Painting
2912	34418	kept	Sergei Prokofiev
2913	34403	kept	LittleBigPlanet
2914	34379	kept	Punch and Judy
2915	34360	kept	Spyro the Dragon
2916	34325	kept	Prince of Persia: The Sands of Time
2917	34286	kept	Himeji Castle
2918	34225	kept	Taboo
2919	34210	kept	Didgeridoo
2920	34196	kept	Portal 2
2921	34175	kept	Reggaeton
2922	34133	kept	Inside (video game)
2923	34131	kept	Big Brother (franchise)
2924	34108	kept	Abu Simbel
2925	34084	kept	Patrick Star
2926	34079	kept	Ghent Altarpiece
2927	34066	kept	Tempo
2928	34063	kept	Ai Weiwei
2929	34020	kept	Ode to Joy
2930	34002	kept	Musical theatre
2931	33993	kept	Pragmatism
2932	33987	kept	Layla and Majnun
2933	33967	kept	Literature
2934	33944	kept	Cruella de Vil
2935	33923	kept	Niccolò Paganini
2936	33917	kept	Solitaire
2937	33905	kept	Picaresque novel
2938	33884	kept	I. M. Pei
2939	33860	kept	Despacito
2940	33851	kept	Boy band
2941	33851	kept	Skyscraper
2942	33814	kept	George Costanza
2943	33803	kept	O Captain! My Captain!
2944	33787	kept	Wings of Desire
2945	33779	kept	Visual arts
2946	33773	kept	The Mousetrap
2947	33746	kept	Independent film
2948	33738	kept	Big Brother (Nineteen Eighty-Four)
2949	33735	kept	Giacomo Puccini
2950	33701	kept	Persona (1966 film)
2951	33678	kept	The Road Not Taken
2952	33664	kept	Demons (Dostoevsky novel)
2953	33605	kept	Space Invaders
2954	33600	kept	The Island of Doctor Moreau
2955	33582	kept	Django (1966 film)
2956	33534	kept	Vermilion
2957	33529	kept	Potala Palace
2958	33504	kept	Cupid
2959	33492	kept	Resurrection of Jesus
2960	33458	kept	Biographical film
2961	33444	kept	Gian Lorenzo Bernini
2962	33441	kept	Slay the Spire
2963	33439	kept	Utopia
2964	33436	kept	Gouache
2965	33395	kept	John Updike
2966	33391	kept	Frank Capra
2967	33389	kept	Nirvana
2968	33380	kept	Every Breath You Take
2969	33380	kept	Jan van Eyck
2970	33348	kept	Gorgons
2971	33344	kept	Giuseppe Verdi
2972	33321	kept	Accordion
2973	33311	kept	Rockefeller Center
2974	33272	kept	Blog
2975	33263	kept	John Cage
2976	33233	kept	The Call of the Wild
2977	33223	kept	Don Giovanni
2978	33221	kept	Cave painting
2979	33167	kept	Tosca
2980	33143	kept	Mikhail Bulgakov
2981	33126	kept	Aquaman
2982	33082	kept	Zeitgeist
2983	33031	kept	Museum of Modern Art
2984	33018	kept	Watch Dogs
2985	33016	kept	Prague Castle
2986	33015	kept	Far Cry 3
2987	33001	kept	Globalization
2988	32993	kept	A Study in Scarlet
2989	32988	kept	As I Lay Dying
2990	32986	kept	Al-Ghazali
2991	32968	kept	Dancing Queen
2992	32967	kept	Roy Lichtenstein
2993	32886	kept	Sainte-Chapelle
2994	32880	kept	Carnival
2995	32863	kept	Globe Theatre
2996	32830	kept	Madden NFL
2997	32826	kept	Bonsai
2998	32817	kept	Chucky (Child's Play)
2999	32814	kept	Visual novel
3000	32812	kept	Lemmings (video game)
3001	32800	kept	Cocktail
3002	32796	kept	Susanoo-no-Mikoto
3003	32759	kept	Henna
3004	32752	kept	Teddy bear
3005	32749	kept	The Rite of Spring
3006	32738	kept	Spanish Steps
3007	32724	kept	Valley of the Kings
3008	32717	kept	The Gulag Archipelago
3009	32693	kept	Gargoyle
3010	32667	kept	Scarlett O'Hara
3011	32666	kept	Reboot (fiction)
3012	32663	kept	Stayin' Alive
3013	32634	kept	Dogme 95
3014	32578	kept	Sith
3015	32547	kept	Hergé
3016	32514	kept	Tango
3017	32510	kept	Just Dance (video game series)
3018	32479	kept	Goblin
3019	32471	kept	Iconoclasm
3020	32468	kept	Thor (Marvel Comics)
3021	32419	kept	Fauvism
3022	32392	kept	Sympathy for the Devil
3023	32363	kept	Peter Singer
3024	32345	kept	Virtual reality
3025	32324	kept	Hanfu
3026	32297	kept	Italian cuisine
3027	32289	kept	R. K. Narayan
3028	32252	kept	Free will
3029	32248	kept	XCOM
3030	32233	kept	Mario Vargas Llosa
3031	32200	kept	St Mark's Basilica
3032	32199	kept	Novella
3033	32196	kept	Megatron
3034	32161	kept	Campbell's Soup Cans
3035	32159	kept	Violin
3036	32153	kept	Banjo
3037	32147	kept	First-person shooter
3038	32091	kept	The King and I
3039	32058	kept	Hairspray (musical)
3040	32056	kept	Musée d'Orsay
3041	31975	kept	St. Stephen's Cathedral, Vienna
3042	31941	kept	Jürgen Habermas
3043	31918	kept	Cyrano de Bergerac
3044	31836	kept	Jaime Lannister
3045	31827	kept	Eudaimonia
3046	31782	kept	El Greco
3047	31770	kept	Theodor W. Adorno
3048	31768	kept	Slapstick
3049	31755	kept	Supermodel
3050	31748	kept	Stradivarius
3051	31687	kept	My Fair Lady
3052	31671	kept	Saruman
3053	31522	kept	Techno
3054	31516	kept	Battleship Potemkin
3055	31513	kept	Chinua Achebe
3056	31490	kept	Typewriter
3057	31463	kept	British Invasion
3058	31445	kept	Color wheel
3059	31428	kept	Journey to the Centre of the Earth
3060	31419	kept	Bharatanatyam
3061	31388	kept	Jacques-Louis David
3062	31384	kept	Charizard
3063	31376	kept	Empathy
3064	31361	kept	Actor
3065	31335	kept	Amor fati
3066	31329	kept	Antigone (Sophocles play)
3067	31317	kept	Rocket League
3068	31262	kept	Mockumentary
3069	31254	kept	Shahnameh
3070	31249	kept	Chinese martial arts
3071	31244	kept	Monism
3072	31243	kept	Puss in Boots
3073	31199	kept	John Donne
3074	31195	kept	Twerking
3075	31189	kept	Balrog
3076	31177	kept	Lighthouse
3077	31168	kept	Papers, Please
3078	31136	kept	Borg
3079	31105	kept	Solomon R. Guggenheim Museum
3080	31099	kept	Doctor Eggman
3081	31097	kept	Captain Nemo
3082	31088	kept	Fashion
3083	31061	kept	Aida
3084	31047	kept	Dalek
3085	31024	kept	Michel de Montaigne
3086	31005	kept	Edmund Husserl
3087	31003	kept	Divination
3088	30988	kept	Live streaming
3089	30987	kept	Phonograph record
3090	30970	kept	Obelisk
3091	30966	kept	Steppenwolf (novel)
3092	30951	kept	Blood on the Tracks
3093	30946	kept	Frodo Baggins
3094	30920	kept	Dead Cells
3095	30920	kept	Yasujirō Ozu
3096	30889	kept	Parkour
3097	30888	kept	Graphite
3098	30864	kept	Public relations
3099	30855	kept	Sari
3100	30785	kept	Richard III (play)
3101	30778	kept	Perfume (novel)
3102	30773	kept	Summer of Love
3103	30763	kept	Good Omens
3104	30726	kept	Boris Pasternak
3105	30723	kept	Orc
3106	30706	kept	Euphemism
3107	30695	kept	Sarah Connor (Terminator)
3108	30682	kept	Augmented reality
3109	30672	kept	Camille Saint-Saëns
3110	30666	kept	Counter-Strike: Global Offensive
3111	30615	kept	Torii
3112	30587	kept	Woody Woodpecker
3113	30547	kept	Sephiroth (Final Fantasy)
3114	30546	kept	Philosophy of language
3115	30537	kept	Yoshi
3116	30514	kept	Chun-Li
3117	30502	kept	Mercury (mythology)
3118	30480	kept	Dora the Explorer
3119	30478	kept	The Chronic
3120	30476	kept	Thales of Miletus
3121	30457	kept	Jean Sibelius
3122	30453	kept	Cloud Atlas (novel)
3123	30451	kept	Grim Reaper
3124	30439	kept	Andrew Wyeth
3125	30409	kept	Papyrus
3126	30406	kept	American Gods
3127	30381	kept	Horror fiction
3128	30331	kept	The Three Little Pigs
3129	30326	kept	Bicycle Thieves
3130	30264	kept	Groot
3131	30261	kept	Tweety
3132	30253	kept	Acronym
3133	30242	kept	Divinity: Original Sin II
3134	30236	kept	Dirndl
3135	30215	kept	Alice Munro
3136	30198	kept	Pastiche
3137	30169	kept	Equestrianism
3138	30163	kept	Graphic novel
3139	30159	kept	Pop art
3140	30152	kept	(I Can't Get No) Satisfaction
3141	30147	kept	Pachelbel's Canon
3142	30130	kept	Yesterday (song)
3143	30126	kept	Izanagi
3144	30120	kept	Camera lucida
3145	30104	kept	Lois Lane
3146	30081	kept	Rave
3147	30074	kept	French New Wave
3148	30015	kept	Theory of forms
3149	29983	kept	Fountain (Duchamp)
3150	29976	kept	Sport of athletics
3151	29963	kept	Gary Larson
3152	29947	kept	Philip Marlowe
3153	29926	kept	Primary color
3154	29916	kept	Japanese cuisine
3155	29878	kept	Advertising
3156	29872	kept	Hanukkah
3157	29856	kept	Lute
3158	29849	kept	The Charge of the Light Brigade (poem)
3159	29813	kept	Daffy Duck
3160	29802	kept	Symbol
3161	29792	kept	French cuisine
3162	29765	kept	Coming-of-age story
3163	29743	kept	Record producer
3164	29742	kept	Cello
3165	29739	kept	Percy Jackson
3166	29726	kept	Sirius Black
3167	29710	kept	Les Demoiselles d'Avignon
3168	29705	kept	Arts and Crafts movement
3169	29687	kept	Gothic Revival architecture
3170	29685	kept	Synthesizer
3171	29665	kept	Film genre
3172	29659	kept	Vocal range
3173	29621	kept	Hogwarts
3174	29617	kept	Scrooge McDuck
3175	29604	kept	Electric guitar
3176	29602	kept	Jim Davis (cartoonist)
3177	29592	kept	Off-Broadway
3178	29553	kept	Empiricism
3179	29524	kept	Feature film
3180	29518	kept	Materialism
3181	29515	kept	Kalevala
3182	29502	kept	Television show
3183	29478	kept	Sketch comedy
3184	29467	kept	Masterpiece
3185	29463	kept	Calligraphy
3186	29463	kept	Horoscope
3187	29462	kept	Harold Lloyd
3188	29458	kept	NBA 2K
3189	29456	kept	Portrait of Adele Bloch-Bauer I
3190	29447	kept	Color theory
3191	29435	kept	Hobbit
3192	29433	kept	Silent film
3193	29427	kept	Omar Khayyam
3194	29413	kept	Montesquieu
3195	29352	kept	Harlem Renaissance
3196	29351	kept	Rhetoric
3197	29344	kept	Drum and bass
3198	29334	kept	Jenga
3199	29331	kept	Romanesque architecture
3200	29329	kept	Mexican cuisine
3201	29327	kept	To the Lighthouse
3202	29314	kept	Tokyo Story
3203	29297	kept	Doctor Faustus (play)
3204	29294	kept	Uffington White Horse
3205	29276	kept	Golden Globes
3206	29260	kept	Italian Renaissance
3207	29235	kept	Superhero
3208	29216	kept	Determinism
3209	29193	kept	Mindfulness
3210	29187	kept	Political geography of Nineteen Eighty-Four
3211	29171	kept	Uffizi
3212	29169	kept	I, Robot
3213	29169	kept	Ursula (The Little Mermaid)
3214	29166	kept	Counter-Strike (video game)
3215	29162	kept	Bass guitar
3216	29147	kept	Baritone
3217	29136	kept	Candy Crush Saga
3218	29132	kept	I Will Survive
3219	29125	kept	Slavic paganism
3220	29117	kept	In the Hall of the Mountain King
3221	29108	kept	Concept album
3222	29033	kept	Soprano
3223	29029	kept	Count Basie
3224	29019	kept	Civilization (series)
3225	29019	kept	Popular culture
3226	28960	kept	Cartoon
3227	28957	kept	Molière
3228	28945	kept	Fairy tale
3229	28939	kept	Boethius
3230	28936	kept	Chinese cuisine
3231	28936	kept	Time signature
3232	28935	kept	Sign language
3233	28931	kept	Paradox
3234	28920	kept	Nude (art)
3235	28915	kept	ASCII art
3236	28890	kept	Rosencrantz and Guildenstern Are Dead
3237	28867	kept	Isabella Stewart Gardner Museum theft
3238	28845	kept	Braille
3239	28825	kept	Spin-off (media)
3240	28818	kept	Georges Seurat
3241	28816	kept	Syncopation
3242	28813	kept	Where the Wild Things Are
3243	28800	kept	Arabic script
3244	28740	kept	Fushimi Inari-taisha
3245	28732	kept	Jeans
3246	28708	kept	Charles de Batz de Castelmore d'Artagnan
3247	28657	kept	Laocoön and His Sons
3248	28631	kept	Musical film
3249	28610	kept	The Lion King (musical)
3250	28557	kept	Hello, Dolly! (musical)
3251	28554	kept	Seamus Heaney
3252	28547	kept	Nursery rhyme
3253	28542	kept	Ferris wheel
3254	28534	kept	Misery (novel)
3255	28531	kept	Mothra
3256	28518	kept	Grandmaster Flash
3257	28511	kept	Little John
3258	28480	kept	American cuisine
3259	28468	kept	Mewtwo
3260	28457	kept	Bassoon
3261	28414	kept	Maypole
3262	28398	kept	Action role-playing game
3263	28391	kept	Beaux-Arts architecture
3264	28362	kept	Eternal return
3265	28360	kept	Charlie Brown
3266	28339	kept	Jean Valjean
3267	28329	kept	Palindrome
3268	28316	kept	Codex Sinaiticus
3269	28298	kept	Zhang Yimou
3270	28262	kept	The Devil Wears Prada (novel)
3271	28257	kept	Sonnet
3272	28256	kept	Elmer Fudd
3273	28248	kept	Akira (manga)
3274	28233	kept	Eric Cartman
3275	28228	kept	Gustave Flaubert
3276	28224	kept	Denim
3277	28204	kept	We Are the Champions
3278	28199	kept	Bilbo Baggins
3279	28195	kept	Hans Holbein the Younger
3280	28154	kept	Belly dance
